,crop,azl,lbg,twi,nfk,area_iacs,SMI_magnitude,lst,ndvi,year,lstndvi,lstndvi_anom,SPEI_magnitude
249,winter_canola,39.05,2.0,13.84,218.97,28.38,0.0,297.54,0.89,2013,335.59,-0.17,-1.18
250,winter_canola,39.32,2.0,10.35,115.13,39.72,0.0,297.1,0.86,2013,345.63,-0.14,-0.92
251,winter_canola,46.57,1.0,13.67,116.56,5.08,0.0,299.29,0.88,2013,341.34,-0.15,-0.97
252,winter_canola,29.95,3.0,12.28,99.64,11.34,0.0,296.7,0.89,2013,333.98,-0.17,-0.99
253,winter_canola,33.17,3.0,11.44,175.6,2.75,0.0,298.04,0.86,2013,346.74,-0.14,-0.81
254,winter_canola,34.65,3.0,10.07,116.24,40.77,0.0,293.67,0.89,2013,331.14,-0.18,-0.99
255,winter_canola,43.98,2.0,10.83,99.64,34.63,0.0,295.55,0.89,2013,331.9,-0.18,-0.69
256,grain_maize,35.76,2.0,14.19,115.98,15.74,0.0,302.61,0.49,2013,619.91,-0.25,-0.85
257,grain_maize,19.45,5.0,10.97,109.57,6.0,0.0,309.16,0.47,2013,654.31,-0.21,-0.92
258,winter_wheat,44.83,2.0,10.52,162.17,4.61,0.0,301.04,0.78,2013,383.5,-0.01,-1.18
259,winter_wheat,55.69,1.0,15.15,123.05,2.94,0.0,298.47,0.7,2013,425.77,0.1,-0.95
260,winter_wheat,29.14,3.0,10.93,203.44,1.08,0.0,302.59,0.68,2013,443.39,0.15,-0.92
261,winter_wheat,59.38,1.0,10.18,204.82,39.45,0.0,294.45,0.9,2013,327.41,-0.15,-0.96
262,winter_wheat,42.33,2.0,12.7,116.56,3.46,0.0,296.58,0.85,2013,348.67,-0.1,-0.95
263,winter_wheat,41.47,2.0,12.09,99.64,15.11,0.0,296.92,0.9,2013,330.96,-0.14,-0.95
264,winter_wheat,42.35,2.0,11.17,209.79,3.03,0.0,299.18,0.84,2013,358.04,-0.07,-0.92
265,winter_barley,35.69,2.0,13.7,99.64,14.14,0.0,299.51,0.86,2013,346.82,-0.2,-1.18
266,winter_barley,32.82,3.0,12.01,126.56,11.43,0.0,300.93,0.8,2013,377.04,-0.13,-0.85
267,winter_barley,40.53,2.0,12.69,197.41,6.37,0.0,300.13,0.8,2013,374.03,-0.13,-0.92
268,winter_barley,53.91,1.0,16.66,162.61,21.17,0.0,298.2,0.79,2013,378.24,-0.12,-0.88
269,winter_barley,42.33,2.0,9.57,124.08,0.59,0.0,297.09,0.85,2013,348.18,-0.19,-1.05
270,winter_barley,45.6,1.0,9.03,126.29,5.74,0.0,295.49,0.88,2013,337.55,-0.22,-0.95
271,winter_barley,54.47,1.0,,147.22,1.25,0.0,301.23,0.77,2013,390.7,-0.1,-0.95
272,winter_barley,43.19,2.0,11.15,99.64,14.77,0.0,296.08,0.9,2013,329.89,-0.24,-0.81
273,lupines,20.08,5.0,10.07,115.47,1.63,0.0,302.12,0.48,2013,631.15,0.16,-0.99
274,lupines,26.08,4.0,12.39,112.75,35.87,0.0,300.78,0.67,2013,447.38,-0.17,-0.96
275,lupines,20.67,5.0,12.25,96.93,7.31,0.0,302.89,0.61,2013,492.57,-0.09,-0.59
276,lupines,24.47,4.0,12.48,111.5,7.07,0.0,306.42,0.49,2013,619.81,0.14,-0.89
277,rye,29.64,3.0,10.99,153.22,8.95,0.0,298.11,0.81,2013,369.87,-0.2,-1.05
278,rye,32.27,3.0,12.49,116.56,8.45,0.0,297.77,0.81,2013,369.5,-0.2,-0.99
279,rye,26.79,4.0,11.92,116.56,9.56,0.0,298.89,0.8,2013,371.39,-0.19,-1.02
280,rye,25.85,4.0,11.38,211.43,1.38,0.0,298.84,0.84,2013,357.22,-0.22,-1.04
281,rye,40.92,2.0,14.05,116.56,1.68,0.0,297.21,0.82,2013,362.92,-0.21,-1.08
282,rye,25.88,4.0,11.83,153.17,11.55,0.0,298.8,0.67,2013,448.12,-0.03,-0.71
283,rye,23.96,4.0,19.34,153.22,2.69,0.0,299.12,0.77,2013,386.88,-0.16,0.0
284,rye,33.7,3.0,9.79,153.22,2.19,0.0,299.07,0.79,2013,377.49,-0.18,-0.76
285,rye,28.36,3.0,9.12,122.76,26.3,0.0,297.19,0.76,2013,388.88,-0.16,-1.07
286,rye,22.97,5.0,10.86,116.56,15.26,0.0,297.53,0.8,2013,372.07,-0.19,-1.08
287,rye,37.47,2.0,9.48,115.36,49.79,0.0,298.82,0.71,2013,417.96,-0.09,-0.64
288,rye,25.48,4.0,16.88,116.56,7.51,0.0,300.93,0.75,2013,400.14,-0.13,-0.99
289,rye,26.29,4.0,9.43,153.09,8.03,0.0,298.95,0.66,2013,451.39,-0.02,-1.05
290,rye,26.92,4.0,12.75,152.8,4.48,0.0,299.75,0.71,2013,421.0,-0.09,-0.89
291,rye,23.69,4.0,13.11,153.22,2.5,0.0,299.76,0.79,2013,379.49,-0.18,-1.0
292,rye,29.94,3.0,10.52,129.98,34.22,0.0,297.69,0.66,2013,450.76,-0.02,-1.07
293,rye,43.5,2.0,9.15,153.22,6.6,0.0,299.39,0.74,2013,405.17,-0.12,-0.76
294,rye,29.67,3.0,13.45,116.56,1.9,0.0,299.18,0.8,2013,375.43,-0.18,-0.99
295,rye,27.66,4.0,10.13,153.22,2.97,0.0,299.64,0.74,2013,404.64,-0.12,-0.6
296,rye,34.39,3.0,14.65,153.22,3.89,0.0,296.43,0.87,2013,341.37,-0.26,-0.73
297,rye,32.53,3.0,9.87,153.22,45.42,0.0,295.49,0.87,2013,339.86,-0.26,-0.76
298,rye,26.81,4.0,8.21,153.22,36.81,0.0,298.61,0.69,2013,435.26,-0.05,-1.04
299,rye,32.28,3.0,9.91,116.56,15.21,0.0,296.0,0.76,2013,389.47,-0.15,-0.64
300,rye,21.44,5.0,13.27,116.56,2.63,0.0,298.52,0.71,2013,417.69,-0.09,-0.99
301,rye,32.67,3.0,13.68,116.56,8.02,0.0,296.58,0.87,2013,339.81,-0.26,-0.64
302,rye,23.89,4.0,9.24,116.56,2.31,0.0,304.16,0.54,2013,558.65,0.21,-1.09
303,rye,25.75,4.0,13.75,111.81,5.68,0.0,296.59,0.86,2013,346.02,-0.25,-0.64
304,rye,32.28,3.0,8.2,153.22,12.86,0.0,297.46,0.86,2013,345.77,-0.25,-0.68
305,rye,14.47,5.0,12.99,116.56,2.95,0.0,304.36,0.64,2013,475.71,0.03,-0.99
306,triticale,65.23,1.0,11.74,153.22,1.54,0.0,301.43,0.78,2013,386.29,-0.11,-0.6
307,triticale,26.7,4.0,11.57,134.05,7.54,0.0,299.46,0.81,2013,369.58,-0.15,-1.0
308,triticale,32.7,3.0,14.43,153.22,16.95,0.0,297.66,0.86,2013,347.23,-0.2,-1.12
309,triticale,38.17,2.0,9.17,,0.8,0.0,299.07,0.7,2013,425.21,-0.02,-0.73
310,winter_canola,53.64,1.0,12.29,162.61,22.72,0.0,297.69,0.79,2013,378.44,-0.06,-1.1
311,winter_canola,62.08,1.0,13.89,146.43,12.85,0.0,297.71,0.81,2013,369.41,-0.08,-1.13
312,winter_canola,42.46,2.0,9.94,112.96,14.96,0.0,298.75,0.73,2013,408.33,0.01,-1.02
313,winter_canola,59.8,1.0,10.84,162.61,3.12,0.0,297.07,0.74,2013,400.76,-0.01,-1.13
314,winter_canola,59.51,1.0,10.5,162.61,0.76,0.0,298.33,0.75,2013,399.87,-0.01,-1.13
315,winter_canola,47.17,1.0,12.7,162.61,14.4,0.0,297.56,0.8,2013,369.95,-0.08,-0.95
316,winter_canola,49.49,1.0,12.13,162.61,1.63,0.0,297.43,0.78,2013,380.95,-0.06,-0.77
317,winter_canola,57.67,1.0,12.98,162.61,29.12,0.0,297.21,0.79,2013,374.57,-0.07,-0.6
318,winter_canola,47.4,1.0,11.88,162.61,19.7,0.0,297.12,0.78,2013,380.16,-0.06,0.0
319,winter_canola,53.49,1.0,15.43,156.95,8.75,0.0,297.01,0.74,2013,401.09,-0.01,-0.6
320,winter_canola,22.6,5.0,10.06,,3.46,0.0,301.8,0.6,2013,506.29,0.25,-1.0
321,winter_canola,57.21,1.0,12.18,162.61,24.94,0.0,298.92,0.69,2013,431.78,0.07,-0.6
322,winter_canola,48.44,1.0,14.22,163.27,2.57,0.0,300.28,0.58,2013,518.41,0.28,-1.05
323,winter_canola,53.94,1.0,11.81,162.61,1.8,0.0,299.34,0.75,2013,397.68,-0.01,-1.0
324,winter_canola,29.74,3.0,9.86,153.05,62.36,0.0,296.37,0.76,2013,391.23,-0.03,-1.12
325,winter_canola,42.54,2.0,12.56,153.22,35.38,0.0,296.31,0.75,2013,397.54,-0.01,-1.08
326,winter_canola,28.81,3.0,10.08,,11.86,0.0,296.3,0.72,2013,411.27,0.02,-1.02
327,winter_canola,35.29,2.0,11.05,153.22,16.9,0.0,296.36,0.79,2013,377.38,-0.06,-1.08
328,winter_canola,29.3,3.0,10.29,122.76,10.61,0.0,297.56,0.79,2013,375.56,-0.07,-1.04
329,winter_canola,51.59,1.0,14.67,162.61,6.58,0.0,301.49,0.76,2013,395.9,-0.02,-0.7
330,grain_maize,51.55,1.0,14.45,162.61,113.37,0.0,307.7,0.3,2013,1034.18,0.25,-0.6
331,grain_maize,44.39,2.0,14.38,162.61,118.45,0.0,308.84,0.3,2013,1022.79,0.24,-0.81
332,grain_maize,27.72,4.0,10.12,153.22,7.79,0.0,300.78,0.41,2013,740.18,-0.1,0.0
333,grain_maize,32.11,3.0,11.45,116.56,37.95,0.0,307.76,0.32,2013,974.53,0.18,-0.99
334,winter_wheat,49.73,1.0,11.34,162.61,0.5,0.0,300.25,0.82,2013,365.16,-0.05,-0.77
335,winter_wheat,48.53,1.0,12.77,161.38,24.03,0.0,298.71,0.83,2013,358.37,-0.07,-1.07
336,winter_wheat,50.84,1.0,13.62,162.61,5.93,0.0,304.83,0.62,2013,487.74,0.26,-1.0
337,winter_wheat,47.47,1.0,9.69,162.61,8.18,0.0,297.49,0.84,2013,352.54,-0.09,-1.05
338,winter_wheat,32.46,3.0,13.01,116.56,4.03,0.0,298.12,0.73,2013,407.76,0.06,-1.01
339,winter_wheat,53.6,1.0,11.53,162.61,15.2,0.0,,0.63,2013,,,-1.13
340,winter_wheat,60.17,1.0,14.68,162.61,50.01,0.0,301.06,0.68,2013,445.38,0.15,-1.15
341,winter_wheat,54.91,1.0,11.9,162.61,33.16,0.0,299.62,0.77,2013,388.65,0.01,-0.7
342,winter_wheat,51.03,1.0,17.45,162.61,7.42,0.0,298.89,0.85,2013,351.0,-0.09,-0.81
343,winter_wheat,48.86,1.0,13.67,162.61,6.07,0.0,298.53,0.87,2013,343.54,-0.11,-0.9
344,winter_wheat,49.61,1.0,11.87,162.61,12.36,0.0,299.1,0.87,2013,344.18,-0.11,-0.77
345,winter_wheat,45.97,1.0,14.17,162.61,9.32,0.0,301.82,0.77,2013,390.7,0.01,-0.81
346,winter_wheat,57.23,1.0,12.82,162.61,5.38,0.0,300.78,0.71,2013,420.68,0.09,-0.77
347,winter_wheat,25.94,4.0,8.29,153.1,7.93,0.0,299.21,0.7,2013,425.83,0.1,-1.15
348,winter_wheat,59.33,1.0,15.16,162.61,19.52,0.0,300.61,0.78,2013,384.93,0.0,-0.77
349,winter_wheat,61.97,1.0,13.07,162.61,0.42,0.0,299.4,0.65,2013,458.78,0.19,-0.6
350,winter_wheat,56.6,1.0,11.67,162.61,0.35,0.0,296.71,0.85,2013,348.9,-0.1,-0.77
351,winter_wheat,51.18,1.0,14.6,160.67,30.82,0.0,299.89,0.83,2013,360.44,-0.07,-0.6
352,winter_wheat,23.89,4.0,12.9,162.61,0.82,0.0,298.2,0.8,2013,374.87,-0.03,-1.15
353,winter_wheat,49.87,1.0,12.47,162.61,6.81,0.0,299.8,0.86,2013,349.38,-0.09,-1.13
354,winter_wheat,55.22,1.0,12.79,162.61,29.15,0.0,299.46,0.81,2013,369.01,-0.04,-0.81
355,winter_wheat,53.57,1.0,13.3,162.61,66.3,0.0,298.93,0.87,2013,345.45,-0.1,-0.87
356,winter_wheat,64.78,1.0,15.89,162.61,10.16,0.0,300.49,0.73,2013,411.82,0.07,-1.0
357,winter_wheat,36.72,2.0,14.22,162.61,35.75,0.0,299.38,0.7,2013,424.68,0.1,-1.15
358,winter_wheat,51.53,1.0,12.08,162.61,19.92,0.0,298.37,0.8,2013,372.82,-0.03,-1.0
359,winter_wheat,63.38,1.0,12.88,162.61,1.3,0.0,298.57,0.84,2013,355.64,-0.08,-0.77
360,winter_wheat,53.43,1.0,13.98,162.61,43.03,0.0,299.98,0.74,2013,405.43,0.05,-1.1
361,winter_wheat,39.41,2.0,9.04,153.22,0.33,0.0,298.0,0.78,2013,383.94,0.0,-1.05
362,winter_wheat,54.86,1.0,13.68,162.61,9.7,0.0,298.15,0.84,2013,353.51,-0.08,-0.77
363,winter_wheat,48.18,1.0,16.48,162.61,49.49,0.0,298.15,0.79,2013,379.16,-0.02,-1.14
364,winter_wheat,37.33,2.0,10.1,153.22,36.46,0.0,297.68,0.65,2013,461.2,0.2,-1.05
365,winter_wheat,54.99,1.0,13.44,150.76,23.69,0.0,299.02,0.81,2013,370.16,-0.04,-0.7
366,winter_wheat,63.35,1.0,12.95,162.61,0.37,0.0,298.88,0.66,2013,453.79,0.18,-0.7
367,winter_wheat,34.82,3.0,10.34,153.22,5.62,0.0,298.73,0.76,2013,395.61,0.03,-0.73
368,winter_wheat,59.04,1.0,14.75,162.61,15.49,0.0,299.3,0.81,2013,367.69,-0.05,-0.66
369,winter_wheat,54.57,1.0,14.21,162.61,20.26,0.0,295.5,0.88,2013,334.1,-0.13,-1.0
370,winter_wheat,39.48,2.0,8.61,116.56,5.54,0.0,298.05,0.8,2013,371.0,-0.04,-1.18
371,winter_barley,59.12,1.0,13.22,162.61,49.66,0.0,297.19,0.9,2013,329.03,-0.24,-0.67
372,winter_barley,28.16,3.0,9.56,150.2,11.23,0.0,298.21,0.85,2013,348.97,-0.19,0.0
373,winter_barley,55.13,1.0,11.38,,7.83,0.0,297.83,0.89,2013,335.15,-0.22,-0.77
374,winter_barley,48.86,1.0,19.89,162.61,4.43,0.0,298.42,0.88,2013,340.87,-0.21,-1.15
375,winter_barley,34.31,3.0,10.25,153.22,21.62,0.0,295.29,0.83,2013,357.79,-0.17,-1.05
376,winter_barley,35.01,2.0,10.35,153.22,18.1,0.0,296.49,0.84,2013,351.97,-0.19,-0.84
377,lupines,28.0,4.0,9.15,151.6,101.53,0.0,302.81,0.45,2013,665.91,0.23,-0.74
378,potatoes,28.0,3.0,12.6,150.26,0.07,0.0,298.0,0.72,2013,414.27,-0.45,-1.12
379,potatoes,28.82,3.0,9.18,153.22,2.5,0.0,303.66,0.28,2013,1103.94,0.46,-0.71
380,oat,32.5,3.0,8.36,116.56,12.78,0.0,302.67,0.57,2013,526.42,0.05,-0.94
381,peas,40.54,2.0,14.58,162.61,8.33,0.0,305.95,0.4,2013,758.01,0.46,-0.6
382,sugarbeet,57.23,1.0,12.18,162.61,55.14,0.0,306.83,0.35,2013,865.26,0.11,-1.1
383,sugarbeet,38.25,2.0,9.86,153.22,2.07,0.0,305.41,0.21,2013,1438.53,0.85,-0.76
384,sugarbeet,39.23,2.0,11.1,153.22,24.49,0.0,302.72,0.21,2013,1412.69,0.82,-1.04
385,rye,31.29,3.0,15.92,116.56,9.35,0.0,300.25,0.75,2013,401.73,-0.13,-0.79
386,rye,24.93,4.0,9.98,116.54,7.44,0.0,300.8,0.66,2013,455.3,-0.01,-0.72
387,rye,20.91,5.0,13.38,100.1,0.67,0.0,300.36,0.7,2013,427.69,-0.07,-1.4
388,rye,27.53,4.0,9.41,116.56,7.14,0.0,299.87,0.71,2013,420.46,-0.09,-0.72
389,rye,32.61,3.0,14.65,68.28,0.44,0.0,302.12,0.85,2013,357.17,-0.22,-1.51
390,rye,17.28,5.0,8.97,96.79,7.5,0.0,301.13,0.67,2013,450.32,-0.02,-0.88
391,rye,24.78,4.0,11.24,111.03,10.16,0.0,303.26,0.53,2013,566.97,0.23,-0.73
392,rye,23.2,4.0,11.1,102.3,12.56,0.0,299.01,0.77,2013,389.52,-0.15,-0.92
393,rye,24.44,4.0,10.7,116.56,32.85,0.0,299.83,0.72,2013,416.66,-0.1,-0.83
394,rye,28.83,3.0,13.28,107.07,17.12,0.0,298.06,0.75,2013,395.5,-0.14,-0.83
395,rye,35.33,2.0,10.73,115.63,1.82,0.0,300.0,0.78,2013,384.06,-0.17,-0.99
396,rye,27.18,4.0,10.86,113.92,21.36,0.0,298.99,0.84,2013,356.73,-0.23,-0.85
397,rye,27.93,4.0,15.37,54.69,2.11,0.0,300.74,0.71,2013,422.68,-0.08,-0.66
398,rye,36.53,2.0,10.4,116.56,3.0,0.0,300.76,0.74,2013,406.17,-0.12,-0.72
399,rye,16.71,5.0,11.29,113.19,12.27,0.0,303.86,0.68,2013,447.99,-0.03,-0.66
400,rye,32.0,3.0,21.3,189.21,0.78,0.0,301.73,0.84,2013,360.26,-0.22,-0.73
401,rye,32.54,3.0,9.72,116.39,53.38,0.0,298.35,0.73,2013,411.44,-0.11,-0.83
402,rye,33.5,3.0,8.47,116.56,27.94,0.0,297.46,0.74,2013,401.61,-0.13,-0.72
403,rye,30.89,3.0,13.51,110.43,11.23,0.0,299.05,0.81,2013,371.04,-0.19,-0.72
404,rye,27.77,4.0,10.49,94.13,31.34,0.0,295.36,0.82,2013,361.24,-0.22,-0.74
405,rye,30.72,3.0,9.23,113.04,1.51,0.0,302.56,0.7,2013,431.17,-0.06,-0.79
406,rye,27.81,4.0,9.95,116.56,42.5,0.0,299.24,0.77,2013,387.85,-0.16,-0.64
407,rye,26.5,4.0,12.44,111.12,2.25,0.0,301.74,0.75,2013,401.13,-0.13,-0.83
408,rye,29.09,3.0,14.39,99.6,6.42,0.0,302.13,0.78,2013,386.11,-0.16,-0.95
409,triticale,39.87,2.0,9.39,207.32,5.1,0.0,298.31,0.81,2013,367.7,-0.16,-0.97
410,triticale,28.94,3.0,12.69,148.71,8.83,0.0,300.72,0.79,2013,382.74,-0.12,-0.73
411,triticale,31.65,3.0,9.74,,1.49,0.0,298.15,0.84,2013,355.97,-0.18,-0.64
412,winter_canola,45.02,1.0,11.97,116.14,49.53,0.0,297.65,0.87,2013,343.9,-0.15,-0.72
413,winter_canola,25.96,4.0,13.42,116.56,7.69,0.0,297.55,0.85,2013,349.32,-0.13,-1.27
414,winter_canola,23.69,4.0,9.33,115.88,32.91,0.0,296.57,0.84,2013,352.7,-0.13,-0.83
415,winter_canola,37.33,2.0,13.26,108.2,8.05,0.0,297.64,0.86,2013,346.45,-0.14,-0.69
416,winter_canola,34.11,3.0,10.73,116.56,3.33,0.0,298.57,0.84,2013,356.7,-0.12,-0.72
417,winter_canola,32.11,3.0,10.15,116.56,13.99,0.0,298.45,0.84,2013,356.3,-0.12,-1.27
418,winter_canola,30.42,3.0,11.95,116.56,9.69,0.0,301.42,0.76,2013,396.07,-0.02,-0.79
419,winter_barley,36.02,2.0,13.48,109.53,4.1,0.0,298.87,0.87,2013,341.92,-0.21,-0.99
420,winter_barley,24.97,4.0,13.14,116.56,1.0,0.0,301.0,0.73,2013,413.46,-0.04,-0.83
421,winter_barley,28.12,3.0,9.06,99.64,14.6,0.0,297.42,0.86,2013,344.97,-0.2,-0.87
422,winter_barley,23.09,4.0,8.93,116.56,28.42,0.0,294.94,0.87,2013,337.66,-0.22,-0.74
423,oat,24.43,4.0,11.7,116.85,8.18,0.0,296.46,0.83,2013,357.85,-0.29,-1.34
424,oat,30.01,3.0,10.07,116.56,2.32,0.0,297.14,0.87,2013,340.21,-0.32,-0.78
425,oat,28.14,3.0,8.89,114.82,2.03,0.0,303.54,0.51,2013,599.79,0.19,-0.89
426,triticale,,,15.33,116.56,0.22,0.0,303.5,0.58,2013,524.18,0.2,-0.72
427,triticale,27.38,4.0,14.72,60.79,8.76,0.0,307.48,0.46,2013,670.04,0.54,-0.73
428,rye,26.44,4.0,14.22,126.63,0.56,0.0,305.64,0.59,2013,520.35,0.13,-0.98
429,rye,24.87,4.0,11.49,138.07,13.98,0.0,297.41,0.84,2013,354.36,-0.23,-0.97
430,rye,30.21,3.0,9.52,149.87,11.16,0.0,297.59,0.78,2013,379.4,-0.18,-0.97
431,rye,23.33,4.0,12.48,133.88,7.19,0.0,301.7,0.77,2013,393.43,-0.15,-1.39
432,rye,31.83,3.0,14.13,122.76,13.1,0.0,300.79,0.78,2013,383.78,-0.17,-0.91
433,rye,33.16,3.0,12.03,99.64,2.93,0.0,304.54,0.74,2013,412.77,-0.1,-0.98
434,rye,22.17,5.0,9.32,180.31,1.74,0.0,300.06,0.68,2013,443.16,-0.04,-1.36
435,rye,,,8.7,196.02,2.44,0.0,297.09,0.8,2013,373.31,-0.19,-0.97
436,rye,23.89,4.0,13.51,90.64,5.96,0.0,298.89,0.8,2013,371.63,-0.19,-0.96
437,rye,15.27,5.0,9.9,99.64,1.79,0.0,299.75,0.66,2013,454.53,-0.01,-0.94
438,rye,24.43,4.0,7.46,,4.55,0.0,303.38,0.62,2013,485.82,0.06,-1.36
439,rye,28.89,3.0,10.39,89.02,4.68,0.0,302.05,0.72,2013,421.26,-0.09,-0.98
440,rye,41.19,2.0,10.64,99.64,6.86,0.0,296.02,0.82,2013,360.09,-0.22,-0.94
441,rye,33.42,3.0,12.52,151.55,16.32,0.0,296.29,0.78,2013,379.64,-0.18,-0.98
442,rye,29.23,3.0,12.64,122.76,13.55,0.0,302.48,0.62,2013,487.28,0.06,-0.98
443,rye,27.94,4.0,12.2,,4.97,0.0,303.84,0.57,2013,529.15,0.15,-0.94
444,rye,36.22,2.0,12.69,151.55,2.19,0.0,301.67,0.73,2013,411.88,-0.11,-1.03
445,triticale,32.38,3.0,12.08,99.64,2.03,0.0,297.0,0.85,2013,349.76,-0.2,-0.94
446,triticale,24.13,4.0,13.98,74.7,52.21,0.0,300.07,0.84,2013,358.81,-0.18,-1.02
447,triticale,35.69,2.0,10.09,111.86,23.34,0.0,295.49,0.8,2013,371.52,-0.15,-1.01
448,triticale,31.24,3.0,13.91,162.61,22.51,0.0,300.14,0.8,2013,376.35,-0.14,-0.92
449,triticale,37.92,2.0,10.74,145.59,0.6,0.0,296.09,0.73,2013,406.21,-0.07,-0.98
450,triticale,36.0,2.0,13.16,99.64,0.15,0.0,295.75,0.72,2013,409.06,-0.06,-0.94
451,triticale,32.01,3.0,11.1,201.08,0.3,0.0,300.6,0.64,2013,472.34,0.08,-0.9
452,triticale,25.01,4.0,15.02,98.19,16.99,0.0,299.06,0.88,2013,339.81,-0.22,-0.98
453,winter_canola,31.49,3.0,9.08,151.55,5.95,0.0,297.93,0.77,2013,387.28,-0.04,-0.9
454,winter_canola,35.02,2.0,10.59,99.64,16.54,0.0,295.52,0.75,2013,391.74,-0.03,-0.94
455,winter_canola,28.78,3.0,10.83,134.59,0.49,0.0,302.5,0.66,2013,459.29,0.14,-0.98
456,grain_maize,34.81,3.0,11.44,151.49,3.07,0.0,307.63,0.27,2013,1153.6,0.4,-0.99
457,grain_maize,23.81,4.0,10.43,,15.35,0.0,307.62,0.21,2013,1457.62,0.77,-1.39
458,grain_maize,38.28,2.0,14.85,103.21,2.02,0.0,301.76,0.39,2013,776.75,-0.06,-0.94
459,winter_wheat,44.43,2.0,16.01,,0.07,0.0,297.0,0.77,2013,385.71,0.0,-0.98
460,winter_wheat,,,11.49,117.45,29.15,0.0,298.32,0.67,2013,442.48,0.15,-0.94
461,winter_wheat,30.0,3.0,11.89,219.78,0.42,0.0,300.0,0.76,2013,394.87,0.02,-0.9
462,winter_wheat,31.02,3.0,10.03,95.01,35.04,0.0,303.63,0.65,2013,466.7,0.21,-1.11
463,winter_barley,29.3,3.0,10.13,119.49,1.02,0.0,298.74,0.78,2013,384.47,-0.11,-0.98
464,lupines,24.54,4.0,11.9,150.44,6.21,0.0,304.16,0.36,2013,855.54,0.58,-0.9
465,sunflower,38.26,2.0,10.64,115.53,21.38,0.0,305.07,0.22,2013,1381.1,0.91,-1.01
466,sunflower,29.4,3.0,10.17,121.86,2.21,0.0,305.2,0.29,2013,1043.86,0.45,-1.03
467,sunflower,21.02,5.0,13.72,162.85,2.49,0.0,302.63,0.29,2013,1039.42,0.44,-1.39
468,potatoes,34.77,3.0,11.53,,0.21,0.0,300.33,0.55,2013,545.07,-0.28,-0.97
469,potatoes,34.59,3.0,12.89,115.69,0.12,0.0,299.0,0.38,2013,784.78,0.04,-1.03
470,oat,33.99,3.0,15.5,131.2,2.5,0.0,303.43,0.51,2013,590.69,0.17,-0.98
471,oat,,,15.85,,0.77,0.0,299.46,0.49,2013,605.44,0.2,-0.98
472,oat,21.07,5.0,12.63,134.24,1.04,0.0,300.84,0.66,2013,458.56,-0.09,-0.98
473,rye,23.49,4.0,17.95,150.23,7.74,0.0,298.9,0.84,2013,357.76,-0.22,-1.07
474,rye,22.64,5.0,9.29,115.2,0.7,0.0,304.67,0.67,2013,457.74,-0.01,-0.86
475,rye,21.77,5.0,9.79,106.5,1.79,0.0,301.88,0.51,2013,588.99,0.28,-0.81
476,rye,22.87,5.0,8.61,153.22,14.5,0.0,300.38,0.73,2013,412.8,-0.1,-1.27
477,rye,27.11,4.0,8.91,153.22,4.14,0.0,302.57,0.58,2013,518.83,0.13,-0.61
478,rye,16.33,5.0,10.4,90.13,13.67,0.0,300.42,0.77,2013,390.25,-0.15,-1.27
479,rye,12.96,5.0,8.52,115.15,3.48,0.0,300.11,0.76,2013,394.39,-0.14,-0.86
480,rye,23.01,4.0,12.35,164.06,4.79,0.0,301.11,0.67,2013,451.22,-0.02,-1.24
481,rye,24.09,4.0,9.9,116.56,11.61,0.0,301.1,0.63,2013,479.37,0.04,-0.68
482,rye,32.21,3.0,9.04,89.44,10.95,0.0,297.56,0.8,2013,372.62,-0.19,-0.91
483,rye,14.99,5.0,10.65,122.76,4.23,0.0,303.55,0.66,2013,461.19,0.0,-0.87
484,rye,22.99,5.0,8.86,153.22,8.87,0.0,300.67,0.73,2013,412.62,-0.1,-0.77
485,rye,22.03,5.0,9.33,153.22,0.54,0.0,300.62,0.72,2013,415.08,-0.1,-0.84
486,rye,29.05,3.0,8.9,116.42,6.34,0.0,299.04,0.66,2013,452.3,-0.02,-0.86
487,rye,20.11,5.0,13.39,114.01,17.99,0.0,301.99,0.67,2013,453.68,-0.01,-0.88
488,rye,37.17,2.0,9.72,116.56,0.98,0.0,301.71,0.77,2013,392.73,-0.15,-0.68
489,rye,30.54,3.0,13.81,111.77,0.37,0.0,298.0,0.82,2013,361.5,-0.21,-0.76
490,rye,24.93,4.0,10.0,113.23,7.7,0.0,298.35,0.78,2013,384.24,-0.17,-0.86
491,rye,18.26,5.0,9.07,117.81,53.51,0.0,301.69,0.62,2013,486.75,0.06,-0.81
492,rye,34.04,3.0,9.53,153.16,1.08,0.0,298.19,0.76,2013,389.91,-0.15,-1.27
493,rye,34.95,3.0,9.83,115.15,14.1,0.0,298.94,0.85,2013,351.37,-0.24,-0.84
494,rye,32.45,3.0,10.15,112.31,10.2,0.0,298.03,0.77,2013,388.47,-0.16,-0.86
495,rye,21.13,5.0,15.91,116.56,2.87,0.0,300.8,0.77,2013,389.6,-0.15,-0.86
496,rye,26.07,4.0,9.69,106.67,6.14,0.0,297.94,0.87,2013,341.73,-0.26,-0.73
497,rye,30.64,3.0,11.46,116.56,18.77,0.0,296.72,0.86,2013,345.96,-0.25,-0.86
498,rye,33.75,3.0,13.08,111.61,0.94,0.0,296.47,0.82,2013,361.19,-0.22,-0.86
499,rye,15.61,5.0,11.47,103.97,1.17,0.0,301.95,0.63,2013,477.96,0.04,-0.93
500,rye,31.5,3.0,11.6,114.43,17.63,0.0,298.56,0.84,2013,353.83,-0.23,-0.93
